target,source,group,long,lat
Italy,Nida Sinnokrot,1,12.56738,41.87194
Italy,Khaled Sabsabi,1,12.56738,41.87194
Italy,Susan Hefuna,1,12.56738,41.87194
Italy,Latifa Echakhch,1,12.56738,41.87194
Italy,Seif Wanly,1,12.56738,41.87194
Italy,Burak Arikan,1,12.56738,41.87194
Italy,Firoz Mahmud,1,12.56738,41.87194
Italy,Ahmed Felemban ,1,12.56738,41.87194
Italy,Shaikha Al Mazrou,1,12.56738,41.87194
Italy,Hamed Owais,1,12.56738,41.87194
Italy,Bahman Mohassess,1,12.56738,41.87194
Italy,Ragheb Ayad,1,12.56738,41.87194
Italy,Mouna Karray,1,12.56738,41.87194
Italy,Sahand Hesamiyan,1,12.56738,41.87194
Italy,Shahzia Sikander,1,12.56738,41.87194
Italy,Zineb Sedira,1,12.56738,41.87194
Italy,Moataz Nasr,1,12.56738,41.87194
Italy,mounir fatmi,1,12.56738,41.87194
Italy,Mohammed Ghani Hikmat,1,12.56738,41.87194
Italy,Abdul Qadir al-Rassam,1,12.56738,41.87194
Italy,Hayv Kahraman,1,12.56738,41.87194
Italy,Youssef Kamel,1,12.56738,41.87194
Italy,Ismaïl Bahri,1,12.56738,41.87194
Italy,Lamia Joreige,1,12.56738,41.87194
Italy,Abdullah Al Saadi,1,12.56738,41.87194
Italy,Jalal Toufic,1,12.56738,41.87194
Italy,Wael Shawky,1,12.56738,41.87194
Italy,Raqs Media Collective,1,12.56738,41.87194
Italy,Yazan Khalili,1,12.56738,41.87194
Italy,Walid Siti,1,12.56738,41.87194
Italy,Magdi Mostafa,1,12.56738,41.87194
Italy,Haroon Mirza ,1,12.56738,41.87194
Italy,Adham Wanly,1,12.56738,41.87194
Italy,Monir Shahroudy Farmanfarmaian,1,12.56738,41.87194
Ithaca,Rachid Koraïchi,1,-76.50188,42.44396
Ithaca,Almagul Menlibayeva,1,-76.50188,42.44396
Jabri Human Heritage Foundation,Ali Jabri,2,NA,NA
Jahad University,Ramtin Zad,2,NA,NA
Jakarta,Ismail al-Shaikhly,1,106.8456,-6.208763
Jakarta,Wafaa Bilal,1,106.8456,-6.208763
Jalila Cultural Centre,Shaikha Al Mazrou,2,NA,NA
Jamm Art Foundation,Shahrzad Changalvaee,2,NA,NA
Janáček Institute,Noma Omran,2,NA,NA
Japan,Monir Shahroudy Farmanfarmaian,1,138.2529,36.20482
Japan,Khalid Al Gharaballi,1,138.2529,36.20482
Japan,Noma Omran,1,138.2529,36.20482
Japan,Jilali Gharbaoui,1,138.2529,36.20482
Japan,Ismaïl Bahri,1,138.2529,36.20482
Japan,Rasheed Araeen,1,138.2529,36.20482
Japan,Shahzia Sikander,1,138.2529,36.20482
Japan,Mouna Karray,1,138.2529,36.20482
Japan,Larissa Sansour,1,138.2529,36.20482
Japan,Raed Yassin,1,138.2529,36.20482
Japan,Hassan Massoudy,1,138.2529,36.20482
Japan,Jananne Al-Ani,1,138.2529,36.20482
Japan,Yusef A. Lateef,1,138.2529,36.20482
Japan,mounir fatmi,1,138.2529,36.20482
Japan,Pouran-Jinchi,1,138.2529,36.20482
Japan,Adel Abidin,1,138.2529,36.20482
Japan,Firoz Mahmud,1,138.2529,36.20482
Japan,Lamia Joreige,1,138.2529,36.20482
Japan,Haroon Mirza ,1,138.2529,36.20482
Japan,Mahmoud Refat,1,138.2529,36.20482
Japan,Maalem Abdelkébir Merchane,1,138.2529,36.20482
Japan,Abdullah Al Saadi,1,138.2529,36.20482
Japan,Nevin Aladag,1,138.2529,36.20482
Japan,Mohamed Abdelkarim,1,138.2529,36.20482
Japan,Anri Sala,1,138.2529,36.20482
Japanese,Runa Islam,3,NA,NA
Japanese,Saeed Salem,3,NA,NA
Japanese,Abdullah Al Saadi,3,NA,NA
Japanese,Hayv Kahraman,3,NA,NA
Jeddah,Nouf Alhimiary,1,39.17278,21.54333
Jeddah,Saad Bin Mohammed,1,39.17278,21.54333
Jeddah,DANA AWARTANI,1,39.17278,21.54333
Jeddah,Abdulmajid Ali Al-Jarouf,1,39.17278,21.54333
Jeddah,Bob Landry,1,39.17278,21.54333
Jeddah,Shalima Sharbatli,1,39.17278,21.54333
Jeddah,Noha Al-Sharif&apos;s,1,39.17278,21.54333
Jeddah,Abdulhalim Radwi,1,39.17278,21.54333
Jeddah,Jowhara AlSaud,1,39.17278,21.54333
Jeddah,Abdullah Idrees,1,39.17278,21.54333
Jeddah,Faisal Khudaidi,1,39.17278,21.54333
Jeddah,Kameel Hawa,1,39.17278,21.54333
Jeddah,Sarah Al Abdali,1,39.17278,21.54333
Jeddah,Mahdi Al Jeraibi,1,39.17278,21.54333
Jeddah,Hanan Al-Faisal,1,39.17278,21.54333
Jeddah,Ola Hejazi,1,39.17278,21.54333
Jeddah,Dia Aziz Dia ,1,39.17278,21.54333
Jeddah,Mohammed Makki,1,39.17278,21.54333
Jeddah,Shadia and Raja Alem,1,39.17278,21.54333
Jeddah,Musaed Alhulis,1,39.17278,21.54333
Jeddah,Hani Alireza ,1,39.17278,21.54333
Jeddah,Noha Faoud Al-Ghalib ,1,39.17278,21.54333
Jeddah,Khalid Khidr ,1,39.17278,21.54333
Jeddah,Ahaad Alamoudi,1,39.17278,21.54333
Jeddah,Raeda Ashour,1,39.17278,21.54333
Jeddah,Ahmed Felemban ,1,39.17278,21.54333
Jeddah,Ayman Yossri Daydban,1,39.17278,21.54333
Jeddah,Huda Totonji,1,39.17278,21.54333
Jeddah,Hana Hajjar,1,39.17278,21.54333
Jeddah,HEBA ABED,1,39.17278,21.54333
Jeddah,"Lina Gazzaz,",1,39.17278,21.54333
Jeddah,Sami Al Turki,1,39.17278,21.54333
Jeddah,EFFAT ABDULLAH FADAG,1,39.17278,21.54333
Jeddah,Ahmed Tayseer Badrah,1,39.17278,21.54333
Jeddah,Jowhara Al-Saud ,1,39.17278,21.54333
Jeddah,Abdullah Nawawi,1,39.17278,21.54333
Jeddah,Abdulaziz Ashour,1,39.17278,21.54333
Jeddah,Saddiek Mohammed Wasil,1,39.17278,21.54333
Jeddah,Samiah Khashoggi,1,39.17278,21.54333
Jeddah,Soraya Darwish,1,39.17278,21.54333
Jeddah,Wafa Karsha,1,39.17278,21.54333
Jeddah,Muhamad Haider,1,39.17278,21.54333
Jeddah,Nora Almazrooa,1,39.17278,21.54333
Jeddah,Taha Al-Sabban,1,39.17278,21.54333
Jeddah,Huda Beydoun,1,39.17278,21.54333
Jeddah,Saeed Salem,1,39.17278,21.54333
Jeddah,Fahd Al-Khalif,1,39.17278,21.54333
Jeddah,Ayman Mahawi,1,39.17278,21.54333
Jeddah,Tagreed Al-Bagshi,1,39.17278,21.54333
Jeddah,Maha Al-Khalawi,1,39.17278,21.54333
Jeddah College of Fine Arts,Noha Al-Sharif&apos;s,2,NA,NA
Jeddah Hilton Hotel,Abdulnasser Al-Amri,2,NA,NA
Jeddah School of Fine Arts,Noha Al-Sharif,2,NA,NA
Jericho,Sharif Waked,1,35.46057,31.85698
Jerusalem,Jawad Al Malhi,1,35.21371,31.76832
Jerusalem,Basma Al Sharif,1,35.21371,31.76832
Jerusalem,Khalil Rabah,1,35.21371,31.76832
Jerusalem,Ayreen Anastas,1,35.21371,31.76832
Jerusalem,Taysir Batniji,1,35.21371,31.76832
Jerusalem,Larissa Sansour,1,35.21371,31.76832
Jerusalem,Yazan Khalili,1,35.21371,31.76832
Jerusalem,Sharif Waked,1,35.21371,31.76832
Jerusalem,Jumana Emil Abboud,1,35.21371,31.76832
Jerusalem,Samira Badran,1,35.21371,31.76832
Jerusalem,Rashid Masharawi,1,35.21371,31.76832
Jerusalem,Yto Barrada,1,35.21371,31.76832
Jerusalem,Rula Halawani,1,35.21371,31.76832
Jerusalem,CAMP,1,35.21371,31.76832
Jerusalem,Jumana Manna ,1,35.21371,31.76832
Jerusalem,Sliman Mansour,1,35.21371,31.76832
Jerusalem,Nida Sinnokrot,1,35.21371,31.76832
Jerusalem,Raeda Saadeh,1,35.21371,31.76832
Jerusalem,Ali Jabri,1,35.21371,31.76832
Jerusalem,Sama Alshaibi,1,35.21371,31.76832
Joan Mitchell Foundation,Asad Faulwell,2,NA,NA
Johannesburg,Rasheed Araeen,1,28.04731,-26.2041
Johannesburg,Teboho Mahlatsi,1,28.04731,-26.2041
Johannesburg,Shirin Neshat,1,28.04731,-26.2041
Johnson Museum of Art,Rachid Koraïchi,2,NA,NA
Jordan,Hafidh al-Droubi,1,36.23841,30.58516
Jordan,Samah Hijawi,1,36.23841,30.58516
Jordan,Faisal Samra,1,36.23841,30.58516
Jordan,Oraib Toukan,1,36.23841,30.58516
Jordan,Jananne Al-Ani,1,36.23841,30.58516
Jordan,Kassab Bachi,1,36.23841,30.58516
Jordan,Mona Saudi,1,36.23841,30.58516
Jordan,Fahrelnissa Zeid,1,36.23841,30.58516
Jordan,Mohanna Durra,1,36.23841,30.58516
Jordan,Hrair Sarkissian,1,36.23841,30.58516
Jordan,Saba Innab,1,36.23841,30.58516
Jordan,Ninar Esber,1,36.23841,30.58516
Jordan,Basim Magdy ,1,36.23841,30.58516
Jordan,Abdulhalim Radwi,1,36.23841,30.58516
Jordan,Rula Halawani,1,36.23841,30.58516
Jordan,Mohammed Ghani Hikmat,1,36.23841,30.58516
Jordan,Walid Siti,1,36.23841,30.58516
Jordan,Omar Rajeh,1,36.23841,30.58516
Jordanian,Ayman Yossri Daydban,3,NA,NA
Jordanian,Mohammed Ghani Hikmat,3,NA,NA
Julia Stoschek Foundation (Germany),Jessica Mein,2,NA,NA
Kabul,Mariam Ghani,1,69.16667,34.53333
