"Name","URL","FirstParagraph"
"Ahmed Alsoudani","http://edgeofarabia.com/artists/ahmed-alsoudani","Born in Baghdad, Iraq in 1975, Ahmed Alsoudani graduated from the Yale School of Art in 2008 and currently lives and works in New York. His work has been included in museum exhibitions at the Minneapolis Institute of Art (2011), The Arab Museum of Modern Art in Doha, Qatar (2011) and the Saatchi Gallery’s Unveiled: New Art from the Middle East (2009). A monograph of his work has recently been published by Hatje Cantz (2009) and he has been profiled in Der Spiegel, Art + Auction and Canvas Magazine. His work has been critically reviewed in The Sunday Times and The Independent, Artnet and other publications. Alsoudani’s work is held in the collections of the Columbus Museum of Art, the Pinault Foundation collection, the Qatar Museum and private collections around the world. His work will be featured in the Iraq Pavilion at the 2011 54th Venice Biennale and also shown in the Pinault Foundation at Palazzo Grassi. Ahmed Alsoudani is represented by Haunch of Venison Gallery, London."
"Ahmed Mater","http://edgeofarabia.com/artists/ahmed-mater","Born in Abha in 1979, Ahmed Mater is recognised as one of the most influential of Saudi Arabian artists today. He is also, as he puts it, a man of many masks. As well as being a qualified GP he is a landscape photographer and the face of one of the region’s largest mobile phone companies."
"Ayman Baalbaki","http://edgeofarabia.com/artists/ayman-balbaaki","Ayman Baalbaki was born in 1975 in Odeissé, Lebanon. He studied Fine Arts in Beirut and at the École Nationale Supérieure des Arts Decoratifs in Paris. He has exhibited extensively in Beirut and Paris, and in a solo show at Rosa Issa, London in 2009. Ayman Baalbaki lives and works in Beirut."
"Ayman Yossri Daydban","http://edgeofarabia.com/artists/ayman-yossri-daydban","Ayman Yossri Daydban (b. 1966 in Palestine with Jordanian nationality) lives in Jeddah, Saudi Arabia. His art is both biographical and a commentary on the environment he grew up in. His humble home is full of found objects, pirate DVDs and very few purchased “necessary” items."
"Babak Golkar","http://edgeofarabia.com/artists/babak-golkar","Born in the United States, raised in Iran, Golkar currently lives and works in Vancouver. He has developed works that attempt to navigate cultural barriers and further examine the relations between Eurocentric and Eastern orthodoxies."
"BASMAH FELEMBAN","http://edgeofarabia.com/artists/basmah-felemban","Born 1993 in Jeddah, Saudi Arabia"
"DANA AWARTANI","http://edgeofarabia.com/artists/dana-awrtani","Born 1987 in Jeddah, Saudi Arabia"
"Driss Ouadahi","http://edgeofarabia.com/artists/driss-Ouadahi","Born in Casablanca, Morocco, of Algeria parents in 1959, Driss Ouadahi grew up in Algeria. He studied at the Ecole Superieure des Beaux Arts d'Alger before enrolling and subsequently graduating from the Kunstakadamie Düsseldorf, the city where he now lives and works. Ouadahi has exhibited in solo exhibitions in New York, San Francisco, Düsseldorf, Germany, and Istres, France. He has also taken part in a number of group exhibitions, most recently in Le Retour, 3ème Festival International d'Art Contemporain d'Alger; Magreb: Dos Orillas, Círculo de Bellas Artes, Madrid; Future of a Promise at Venice Bienale 54, Cairo Biennial 12, and CU Art Museum, University of Colarado in Boulder."
"EFFAT ABDULLAH FADAG","http://edgeofarabia.com/artists/effat-abdullah-fadag","Born in Al-Khober, Effat spent her childhood between Aramco, Dahran and Al-Khobar. Due to her father’s work in the naval force she had the opportunity to interact with different societies and cultures, moving from Dahran to the USA, Riyadh and Jeddah. While completing her Bachelor Degree, Effat was part of the first Saudi woman pioneer artists in Jeddah and after completing her studies became a member of the Islamic art department faculty, which gave her the opportunity to pursue her studies in the UK. In 2006, Effat returned to Jeddah and acquired her Masters and PhD Degree, to become the first female Saudi Artists with a Doctorate of Philosophy in Fine Art in the Kingdom. Since 2007, she is chairman of the Islamic Art Department, and a full time assistant professor."
"Eiman Elgibreen","http://edgeofarabia.com/artists/eiman-elgibreen","Born 1981 in Al Hada, Saudi Arabia"
"Emily Jacir","http://edgeofarabia.com/artists/emily-jacir","Emily Jacir was born in 1970 in Riyadh, Saudi Arabia and now lives and works in Ramallah and New York. Solo exhibitions include the Beirut Art Center (2010), Guggenheim Museum, New York (2009), and the Kunstmuseum, St Gallen (2008). Jacir participated in the 51st (2005), 52nd (2007), and 53rd (2009) Venice Biennales, the 15th Sydney Biennial (2006), Sharjah Biennial 7 (2005) and the 8th Istanbul Biennial (2003). She received the Hugo Boss Prize (2008), the Prince Claus Award (2007) and a Golden Lion at the Venice Biennale (2007). She is Professor and member of the Academic Board at the International Academy of Art Palestine (2006-11), and Resident Professor at Home Workspace Program, Beirut (2011-12). Emily Jacir is represented by Anthony Reynolds Gallery, London, and Alexander and Bonin Gallery, New York."
"Eyad Maghazil","http://edgeofarabia.com/artists/eyad-maghazil","Eyad Maghazil is an emerging Saudi artist born in Riyadh in 1985. Maghazil started studying architecture at King Fahad University in 2002. In 2008, he decided to pursue being an artist and filmmaker full time."
"Faisal Samra","http://edgeofarabia.com/artists/faisal-samra1","Bahraini-born Saudi national, Faisal Samra graduated from the Ecole Nationale Supérieure des Beaux-Arts in Paris. He worked as an art and graphic design consultant for the Institut du Monde Arabe (Paris), and later a stage designer for Saudi television. In 2004 he taught in the Fine Arts department of the Amman University in Jordan and obtained his first artist residency in Paris, at the Cite International des Arts, in 2005, which he continues to be a part of today."
"Farhad Ahrarnia","http://edgeofarabia.com/artists/farhad-ahrarnia","Farhad Ahrarnia was born in 1971 in Shiraz, Iran. He lives and works between Sheffield and Shiraz, Iran and graduated in Experimental and Documentary Film Theory and Practice from the Northern Media School, Sheffield Hallam University, England."
"Fatima Al Qadiri","http://edgeofarabia.com/artists/fatima-al-qadiri","Fatima Al Qadiri is an artist and musician based in New York, born in Senegal in 1981. She has performed and exhibited at the Tate Modern (part of K48 Kontinuum), UK; MoMA PS1, New York; the 4th Gwangju Design Biennale, South Korea; Art Dubai and The Third Line, Dubai, UAE. Al Qadiri is a contributing editor at DIS Magazine and contributor to Bidoun. She has produced music as a solo act under her name and as Ayshay."
"Fayçal Baghriche","http://edgeofarabia.com/artists/faycal-baghriche","Born in 1972 in Skikda, Algeria, Fayçal Baghriche studied at the Villa Arson, Nice before moving to Paris to help create an artist’s residence (La Villa du Lavoir) and a curatorial structure (Le Comissariat). His work has been shown in numerous exhibitions in France and internationally; among the most recent, As the Land Expands at Al Riwaq Art Space, Barhain in 2010, La force de l’art at the Grand Palais, Paris in 2009, and Architecture of Survival at Outpost for Contemporary Art, Los Angeles in 2008. Most recently, Le Quartier in Quimper presented an important solo show of his work entitled Quelque chose plutôt que rien."
"Hala Ali","http://edgeofarabia.com/artists/hala-ali","Through use of various types of media such as stencil, print, photography, tape, cardboards and spray paint in imposingly large-scale wall works, Hala Ali’s works examine concepts of contextual meaning and challenge traditional notions of abstract concepts such as text and image. When utilizing language and text harmoniously to achieve typographic images, preconceived notions are questioned."
